temer;deputados;politicos;aborto;regiao;escolaridade;sexo;idade;freqmissa;impreligiao;renda;protest;policiaprop;publiprop;propina;miliprop;assassinato;confjust;confinst;confsistema;orgulhosist;apoio;orgulhobra;confexercito;confcongresso;confmilitar;confpartido;confpresidente;confcomunic;confeleicao
Very Bad;Very poorly;More than half of them;Sim;Região Norte;11;Female;21;Never or almost never;Not Important at All;16;Yes, I have participated;No;No;No;No;Yes;2;1;2;2;2;4;3;1;3;1;1;3;3
Good;Well;Half of them;Sim;Região Sul;8;Male;75;Once a month;Very Important;16;No, I have not participated;No;No;No;No;No;5;4;4;5;4;7;7;3;3;1;6;2;3
Good;Neither well nor poorly;All;Sim;Região Centro-Oeste;9;Female;45;Once a week;Very Important;4;Yes, I have participated;No;Yes;No;No;Yes;7;7;3;3;1;7;7;5;3;1;1;7;1
Very Bad;Very poorly;Less than half of them;Sim;Região Nordeste;4;Female;64;More than once a week;Very Important;3;No, I have not participated;No;No;No;No;Yes;4;5;1;1;1;7;7;1;6;1;1;1;1
Good;Poorly;More than half of them;Sim;Região Nordeste;11;Male;58;Once or twice a year;Very Important;9;No, I have not participated;No;Yes;No;No;Yes;4;2;3;1;1;4;5;4;5;3;2;5;2
Very Bad;Very poorly;All;Nao;Região Sudeste;11;Male;48;Once or twice a year;Very Important;13;Yes, I have participated;No;No;Yes;No;Yes;4;1;1;1;1;7;5;1;2;1;1;2;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Sul;9;Female;40;Once a month;Very Important;13;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;7;7;1;7;1;1;7;1
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Norte;11;Male;37;Once or twice a year;Very Important;5;No, I have not participated;No;No;No;No;Yes;2;2;2;2;4;7;7;4;7;4;4;7;4
Good;Very Well;All;Sim;Região Norte;11;Male;27;Never or almost never;Very Important;3;Yes, I have participated;No;No;No;No;No;7;7;2;2;1;7;7;7;7;1;2;3;2
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;4;Female;60;Once a week;Very Important;7;No, I have not participated;No;No;No;No;Yes;1;4;2;1;1;5;6;2;3;1;1;6;1
Very Bad;Neither well nor poorly;More than half of them;Sim;Região Sul;8;Male;37;Once a week;Very Important;15;No, I have not participated;No;No;No;No;No;4;3;2;1;2;7;5;1;4;1;2;4;1
Bad;Poorly;All;Sim;Região Sudeste;4;Female;43;Once a month;Very Important;2;No, I have not participated;No;No;No;No;Yes;2;2;3;3;3;5;3;3;5;5;5;4;5
Very Bad;Very poorly;All;Nao;Região Centro-Oeste;9;Male;82;Once a month;Very Important;4;No, I have not participated;No;No;No;No;No;5;3;1;4;2;7;6;4;3;1;1;1;1
Very Bad;Very poorly;All;Sim;Região Norte;7;Female;57;More than once a week;Very Important;4;No, I have not participated;No;No;No;No;Yes;1;4;2;3;3;7;6;3;5;1;3;4;1
Good;Neither well nor poorly;All;Nao;Região Sudeste;4;Male;68;Once a week;Very Important;5;No, I have not participated;No;No;No;No;No;1;5;4;7;4;7;7;4;5;4;5;5;5
Very Bad;Very poorly;All;Sim;Região Sudeste;8;Female;43;Never or almost never;Very Important;NA;No, I have not participated;No;No;Yes;No;No;1;1;1;1;1;7;5;1;1;1;1;4;1
Very Bad;Neither well nor poorly;All;Sim;Região Sudeste;10;Female;50;Once a week;Very Important;10;No, I have not participated;No;No;No;No;Yes;5;5;4;3;3;7;7;5;6;4;5;7;5
Bad;Neither well nor poorly;More than half of them;Nao;Região Nordeste;11;Male;30;Once a month;Not Very Important;5;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;3;5;1;6;5;1;4;4
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Sudeste;9;Female;16;Never or almost never;Very Important;3;No, I have not participated;No;No;No;No;Yes;1;4;1;5;6;7;7;1;7;1;4;7;1
Good;Neither well nor poorly;Less than half of them;Sim;Região Sudeste;6;Female;25;Once a month;Very Important;3;Yes, I have participated;No;No;No;No;No;7;5;5;1;6;7;NA;NA;6;6;5;7;5
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Sudeste;11;Male;63;Once a week;Very Important;16;No, I have not participated;No;No;No;No;No;5;5;3;5;4;7;6;2;5;2;2;5;4
Neither Good nor Bad (Fair);Neither well nor poorly;All;Nao;Região Sudeste;3;Female;48;More than once a week;Very Important;13;No, I have not participated;No;No;No;No;Yes;1;3;1;2;2;7;7;4;7;1;4;5;1
Very Bad;Very poorly;More than half of them;Sim;Região Nordeste;13;Male;45;Once a month;Somewhat Important;12;Yes, I have participated;No;No;Yes;No;Yes;4;5;1;1;1;5;5;1;2;2;2;1;3
Very Bad;Very poorly;All;Sim;Região Norte;11;Female;38;Once or twice a year;Very Important;14;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;7;7;1;1;1;1;4;1
Very Bad;Neither well nor poorly;All;Nao;Região Sudeste;11;Female;45;More than once a week;Very Important;2;No, I have not participated;No;Yes;No;No;No;5;6;5;4;4;7;5;5;6;7;5;3;5
Very Good;Very Well;More than half of them;Nao;Região Centro-Oeste;0;Male;37;Once or twice a year;Very Important;9;No, I have not participated;No;No;No;No;Yes;4;5;4;6;2;7;7;3;5;3;4;6;5
Very Bad;Very poorly;More than half of them;Nao;Região Nordeste;11;Male;19;More than once a week;Very Important;NA;Yes, I have participated;No;No;No;No;Yes;1;1;1;1;1;7;5;1;5;1;1;6;2
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Nordeste;7;Male;24;Once a week;Very Important;3;Yes, I have participated;No;No;No;No;Yes;4;4;2;1;2;7;4;2;5;2;1;4;2
Neither Good nor Bad (Fair);Very poorly;More than half of them;Nao;Região Centro-Oeste;8;Female;54;Once a week;Very Important;6;No, I have not participated;No;No;No;No;Yes;4;5;5;6;4;7;5;3;4;2;3;6;4
Very Bad;Very poorly;All;Sim;Região Sul;5;Male;37;Once a week;Very Important;16;No, I have not participated;No;No;No;No;No;1;1;1;1;1;7;7;1;3;1;1;6;1
Very Bad;Poorly;More than half of them;Sim;Região Norte;11;Female;38;Once or twice a year;Somewhat Important;16;No, I have not participated;No;No;No;No;Yes;3;3;2;2;1;6;5;1;6;1;1;5;3
Good;Neither well nor poorly;Half of them;Nao;Região Sudeste;12;Male;22;Once a week;Somewhat Important;9;No, I have not participated;No;No;No;No;Yes;3;4;4;3;5;5;5;4;5;4;3;6;5
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Norte;8;Female;53;Once a month;Somewhat Important;4;Yes, I have participated;No;No;No;No;Yes;2;3;1;1;1;7;7;1;7;1;1;3;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Nao;Região Sul;9;Female;44;Once a week;Very Important;12;Yes, I have participated;No;No;No;No;Yes;4;1;1;1;1;5;3;2;6;1;1;3;3
Good;Well;All;Sim;Região Sul;7;Female;53;Once a week;Very Important;11;No, I have not participated;No;No;No;No;No;1;2;5;2;1;7;7;2;1;1;1;2;7
Neither Good nor Bad (Fair);Neither well nor poorly;Less than half of them;Nao;Região Nordeste;7;Female;17;Once a week;Very Important;17;No, I have not participated;No;No;No;No;Yes;5;7;4;6;6;7;6;6;7;5;4;6;5
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sudeste;8;Male;41;Once a week;Very Important;11;No, I have not participated;No;No;No;No;No;5;4;4;4;4;6;6;5;6;4;4;6;5
Very Bad;Well;All;Nao;Região Norte;11;Female;21;Once a week;Very Important;5;Yes, I have participated;No;No;No;No;Yes;2;5;3;2;4;7;5;3;4;2;1;6;3
Good;Neither well nor poorly;More than half of them;Sim;Região Sudeste;11;Male;33;Once a week;Very Important;12;No, I have not participated;No;No;No;No;Yes;1;2;1;1;1;1;4;1;6;1;6;6;1
Good;NA;All;Sim;Região Centro-Oeste;3;Female;71;Once a month;Very Important;NA;No, I have not participated;No;No;No;No;Yes;7;1;1;1;4;7;7;7;7;1;7;7;1
Very Bad;Very poorly;All;Nao;Região Sudeste;9;Male;18;Once a week;Very Important;3;No, I have not participated;No;No;No;No;No;4;3;3;2;2;7;7;3;3;3;1;1;1
Very Bad;Neither well nor poorly;All;Sim;Região Sudeste;11;Male;25;Once or twice a year;Very Important;11;No, I have not participated;No;No;No;No;No;5;5;4;5;5;6;7;5;6;5;4;4;5
Good;Well;All;Sim;Região Centro-Oeste;5;Female;45;Once a week;Very Important;3;No, I have not participated;No;No;No;No;No;6;3;4;7;3;4;7;3;6;3;2;6;3
Very Bad;Poorly;All;Nao;Região Sudeste;6;Male;47;Once or twice a year;Very Important;12;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;7;6;1;3;1;1;4;2
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Nordeste;11;Male;34;More than once a week;Very Important;7;No, I have not participated;No;No;No;No;Yes;5;5;4;1;4;7;7;5;5;2;3;7;7
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Nordeste;11;Male;50;Once or twice a year;Very Important;11;No, I have not participated;No;No;Yes;No;Yes;5;2;3;4;5;5;4;2;5;2;3;5;3
Very Bad;Very poorly;All;Sim;Região Nordeste;11;Female;35;Once a month;Very Important;2;No, I have not participated;No;No;No;No;Yes;3;1;1;1;1;1;4;1;1;1;1;7;7
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Nao;Região Norte;11;Male;53;Once a week;Very Important;13;Yes, I have participated;No;No;No;No;Yes;6;7;1;4;1;7;7;5;6;1;4;6;6
Very Bad;Poorly;More than half of them;Nao;Região Sudeste;9;Female;16;More than once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;1;4;1;1;1;4;5;1;1;1;1;2;1
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;11;Female;28;More than once a week;Very Important;14;No, I have not participated;No;No;No;No;Yes;1;3;1;1;1;1;7;1;7;1;1;4;1
Neither Good nor Bad (Fair);Poorly;More than half of them;Sim;Região Nordeste;11;Male;18;Once a week;Very Important;10;Yes, I have participated;No;No;No;No;Yes;4;7;2;3;3;7;7;5;4;4;1;4;3
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sudeste;17;Male;31;More than once a week;Very Important;NA;No, I have not participated;No;No;No;No;Yes;6;7;5;5;6;7;7;3;5;2;4;5;6
Very Bad;Poorly;More than half of them;Sim;Região Sudeste;11;Female;50;Once or twice a year;Somewhat Important;3;No, I have not participated;No;No;No;No;Yes;6;2;1;3;3;6;7;1;5;1;1;4;5
Very Bad;Neither well nor poorly;All;Sim;Região Centro-Oeste;11;Male;23;Once a week;Very Important;2;No, I have not participated;No;No;No;No;No;7;5;1;1;3;7;6;5;1;1;1;4;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Nordeste;17;Male;25;Once a month;Very Important;14;Yes, I have participated;Yes;No;No;No;Yes;5;5;3;5;5;5;5;3;5;1;2;3;4
Very Bad;Very poorly;All;Sim;Região Sudeste;4;Male;52;Never or almost never;Very Important;10;No, I have not participated;No;No;No;No;Yes;1;2;2;1;1;7;6;1;5;1;1;5;6
Very Bad;Very poorly;All;Nao;Região Centro-Oeste;11;Female;58;More than once a week;Very Important;16;No, I have not participated;No;No;No;No;Yes;5;1;1;1;1;7;7;1;6;1;1;7;1
Good;Neither well nor poorly;More than half of them;Sim;Região Sudeste;11;Male;31;Once or twice a year;Very Important;8;Yes, I have participated;No;No;No;No;Yes;1;3;4;5;1;7;6;5;3;2;3;5;3
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Nordeste;5;Female;32;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;4;7;4;3;3;7;5;4;5;3;1;5;6
Neither Good nor Bad (Fair);Well;All;Nao;Região Nordeste;11;Female;25;Once a week;Very Important;4;Yes, I have participated;No;No;No;No;Yes;5;1;1;3;1;7;6;1;7;1;1;5;6
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sul;11;Male;29;More than once a week;Very Important;8;No, I have not participated;No;No;No;No;Yes;3;4;4;4;5;6;5;4;6;5;5;7;4
Neither Good nor Bad (Fair);Very poorly;Half of them;Sim;Região Sul;11;Male;40;Once a week;Very Important;11;Yes, I have participated;No;No;No;No;Yes;7;7;4;5;7;7;7;1;4;3;5;3;7
Good;Well;Less than half of them;Nao;Região Nordeste;4;Female;53;More than once a week;Very Important;9;No, I have not participated;No;No;No;No;Yes;2;6;4;4;6;7;6;4;5;4;4;6;4
Bad;Very poorly;More than half of them;Nao;Região Sudeste;11;Female;62;Once a week;Very Important;15;Yes, I have participated;No;No;No;No;No;5;6;3;1;2;1;6;1;6;1;3;5;1
Very Bad;Very poorly;All;Sim;Região Norte;4;Female;59;Once a month;Very Important;4;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;7;7;1;1;1;1;5;1
Bad;Neither well nor poorly;All;Sim;Região Sudeste;4;Female;64;Once a week;Very Important;7;No, I have not participated;No;No;No;No;Yes;3;4;3;6;2;7;6;2;1;2;4;4;1
Bad;Neither well nor poorly;All;Nao;Região Centro-Oeste;11;Female;24;More than once a week;Very Important;13;No, I have not participated;No;No;Yes;No;Yes;1;5;4;1;4;2;6;1;7;1;1;4;5
Very Bad;Very poorly;All;Nao;Região Sul;9;Female;23;Once a week;Very Important;2;No, I have not participated;No;No;No;No;Yes;4;2;1;1;1;2;2;1;2;1;1;1;1
Neither Good nor Bad (Fair);Poorly;All;Nao;Região Centro-Oeste;8;Male;20;Never or almost never;Very Important;4;No, I have not participated;No;No;No;No;Yes;2;3;1;4;6;7;6;1;4;2;1;4;1
Bad;Poorly;More than half of them;Sim;Região Sudeste;9;Female;18;Once or twice a year;Not Very Important;7;No, I have not participated;No;No;No;No;No;4;3;2;1;2;6;4;3;3;1;1;1;2
Neither Good nor Bad (Fair);Poorly;More than half of them;Nao;Região Sudeste;9;Male;16;Never or almost never;Somewhat Important;5;No, I have not participated;No;No;No;No;Yes;1;1;1;1;1;3;1;1;1;2;1;3;1
Good;Well;Half of them;Nao;Região Sudeste;9;Male;23;Once a week;Very Important;2;No, I have not participated;No;No;No;No;No;3;7;5;5;7;7;5;1;5;1;1;7;4
Good;Neither well nor poorly;All;Sim;Região Centro-Oeste;11;Female;31;Once a month;Very Important;2;Yes, I have participated;No;No;No;No;No;6;4;4;5;5;7;6;6;6;4;4;5;4
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Sudeste;11;Male;52;Once or twice a year;Very Important;9;No, I have not participated;No;No;No;No;Yes;3;7;4;2;2;7;7;2;3;1;1;4;6
Very Bad;Very poorly;All;Nao;Região Sudeste;8;Male;28;Never or almost never;Somewhat Important;10;No, I have not participated;No;No;No;No;No;1;1;1;1;1;6;1;1;1;1;1;1;1
Bad;Poorly;All;Sim;Região Sudeste;11;Male;31;Once a month;Very Important;7;No, I have not participated;No;No;No;No;No;3;1;1;1;1;5;1;1;1;1;1;1;1
Bad;Very poorly;Less than half of them;Sim;Região Nordeste;0;Female;42;Once a week;Very Important;3;No, I have not participated;No;No;Yes;No;Yes;2;3;5;4;7;7;1;1;1;1;2;1;5
NA;Neither well nor poorly;NA;Nao;Região Sudeste;0;Male;73;More than once a week;Very Important;6;No, I have not participated;No;No;No;No;No;1;2;4;NA;6;7;5;1;7;6;3;4;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sul;11;Female;55;Once a week;Very Important;10;No, I have not participated;No;No;No;No;No;3;7;2;3;5;7;7;4;5;1;1;4;5
Very Bad;Very poorly;All;Sim;Região Sudeste;3;Female;46;Once a week;Very Important;7;No, I have not participated;No;No;No;No;No;1;7;1;1;7;7;1;1;7;1;7;1;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sul;11;Male;28;Never or almost never;Not Important at All;12;No, I have not participated;No;Yes;Yes;No;Yes;4;1;2;1;1;6;6;1;4;1;1;2;1
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Norte;11;Male;31;Once a week;Very Important;13;No, I have not participated;No;No;No;No;No;6;5;3;1;1;7;7;1;6;1;1;4;6
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Nordeste;7;Female;63;Once a week;Somewhat Important;9;No, I have not participated;No;No;No;No;Yes;2;1;1;2;3;4;5;1;3;1;1;2;1
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Sudeste;8;Male;17;Never or almost never;Not Very Important;17;No, I have not participated;No;No;No;No;Yes;1;4;1;1;1;4;1;1;3;1;1;1;2
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sul;11;Female;37;Once a week;Very Important;14;No, I have not participated;No;No;No;No;Yes;4;5;2;3;3;7;5;3;5;3;3;4;3
Very Bad;Very poorly;More than half of them;Nao;Região Sudeste;17;Male;32;Never or almost never;Not Very Important;17;Yes, I have participated;No;No;Yes;No;Yes;5;5;1;5;5;4;1;1;5;1;1;1;1
Very Bad;Neither well nor poorly;All;Sim;Região Sul;9;Female;23;Never or almost never;Very Important;4;Yes, I have participated;No;No;No;No;Yes;1;4;1;1;7;7;1;1;1;1;1;5;1
Bad;Neither well nor poorly;More than half of them;Sim;Região Sul;11;Male;22;Once a month;Very Important;8;No, I have not participated;No;No;Yes;No;Yes;2;4;4;3;6;6;5;4;5;3;3;4;3
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Nordeste;4;Female;46;Once a week;Very Important;3;No, I have not participated;No;No;No;No;Yes;7;7;6;6;1;7;7;7;7;1;5;7;5
Very Bad;Very poorly;More than half of them;Sim;Região Nordeste;5;Male;49;Never or almost never;Very Important;6;No, I have not participated;No;No;No;No;Yes;4;1;1;1;1;7;7;4;7;1;1;5;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Nordeste;8;Female;37;Once a month;Very Important;3;No, I have not participated;No;No;No;No;No;5;4;3;1;5;7;6;5;5;1;1;5;1
Bad;Neither well nor poorly;All;Sim;Região Sudeste;10;Female;43;Once a week;Very Important;11;No, I have not participated;No;No;No;No;No;1;1;1;1;1;5;5;1;5;1;1;4;4
Neither Good nor Bad (Fair);Neither well nor poorly;Less than half of them;Sim;Região Sudeste;9;Male;18;Never or almost never;Very Important;8;No, I have not participated;No;No;Yes;No;Yes;7;7;7;1;1;7;7;7;1;7;1;7;7
Very Bad;Very poorly;All;Sim;Região Sul;10;Male;58;Once a week;Very Important;14;No, I have not participated;No;No;No;No;Yes;1;4;1;1;3;7;7;1;5;1;1;7;5
Neither Good nor Bad (Fair);Very poorly;More than half of them;Sim;Região Sul;5;Female;45;More than once a week;Very Important;1;No, I have not participated;No;No;No;No;No;3;5;1;1;1;7;7;1;1;1;1;7;1
Bad;Poorly;More than half of them;Nao;Região Nordeste;17;Female;38;More than once a week;Very Important;3;No, I have not participated;No;No;No;No;Yes;1;1;1;1;2;3;3;1;1;1;1;4;1
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Norte;2;Female;31;Once a week;Very Important;NA;Yes, I have participated;No;No;No;No;Yes;6;3;2;1;3;7;4;2;6;5;4;5;6
Very Bad;Very poorly;All;Sim;Região Sul;11;Male;38;Once or twice a year;Somewhat Important;12;No, I have not participated;No;No;Yes;No;No;5;3;1;1;1;7;6;1;2;1;1;1;2
Very Bad;Very poorly;More than half of them;Sim;Região Sudeste;10;Female;16;Once a month;Very Important;5;Yes, I have participated;No;No;No;No;No;3;5;2;3;3;4;5;3;4;2;1;5;2
Good;Well;More than half of them;Sim;Região Norte;17;Male;33;Once a week;Very Important;8;No, I have not participated;Yes;No;No;No;Yes;4;4;3;2;3;5;3;3;4;3;3;4;6
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Sul;13;Male;29;Never or almost never;Not Very Important;12;No, I have not participated;No;No;No;No;No;4;4;2;1;4;1;5;1;4;2;3;1;2
Very Bad;Very poorly;All;Nao;Região Sul;6;Male;44;Never or almost never;Not Important at All;11;No, I have not participated;No;No;No;No;No;4;2;4;3;2;6;7;3;7;2;1;5;7
Very Bad;Very poorly;All;Nao;Região Nordeste;7;Female;30;Once a week;Very Important;2;No, I have not participated;No;No;No;No;No;4;7;1;1;1;7;5;3;1;1;1;3;1
Neither Good nor Bad (Fair);Neither well nor poorly;Half of them;Sim;Região Sul;11;Female;29;Once a month;Very Important;10;No, I have not participated;No;No;No;No;Yes;4;5;4;6;2;7;6;4;5;3;4;5;2
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Sim;Região Nordeste;5;Male;44;Once or twice a year;Somewhat Important;6;No, I have not participated;No;No;No;No;Yes;3;5;2;4;5;7;4;4;3;2;3;4;5
Neither Good nor Bad (Fair);Very poorly;All;Sim;Região Sul;11;Female;35;Once a month;Very Important;17;No, I have not participated;No;No;No;No;Yes;5;2;2;1;1;1;5;2;3;1;1;5;1
Neither Good nor Bad (Fair);Very poorly;All;Sim;Região Norte;9;Female;45;More than once a week;Not Important at All;3;No, I have not participated;No;No;No;No;Yes;1;1;1;3;1;7;7;2;7;1;1;2;1
Neither Good nor Bad (Fair);Neither well nor poorly;More than half of them;Nao;Região Sudeste;17;Female;21;Once a week;Very Important;7;Yes, I have participated;No;No;No;No;Yes;3;5;4;4;4;5;4;4;4;3;4;5;3
Neither Good nor Bad (Fair);Neither well nor poorly;All;Sim;Região Sul;6;Female;51;Never or almost never;Very Important;10;No, I have not participated;No;No;No;No;No;3;3;2;4;5;7;7;3;4;1;3;6;1
Good;Very poorly;All;Nao;Região Norte;2;Female;56;Never or almost never;Very Important;10;No, I have not participated;No;No;Yes;No;Yes;7;3;2;4;6;7;1;6;7;1;1;2;1
